event_id,event_id,charge,X,Y,Z,R
4.0,4.0,19943.0,-76.82344682344683,118.67216567216568,202.08694780123352,141.7206
12.0,12.0,20091.0,-126.92660892937135,-251.73886317256483,450.1607187297795,282.2458
14.0,14.0,20296.0,164.70676487977926,26.51522467481277,417.50601103665747,167.24754
18.0,18.0,19382.0,-83.3013362914044,115.10489113610566,1017.1698999071303,142.35123
19.0,19.0,19951.0,284.30662623427395,-0.9199538870232069,559.247556513458,284.51218
22.0,22.0,20070.0,175.26001494768312,110.68091679123069,1042.708370702541,207.00604
29.0,29.0,20230.0,-115.16401384083045,262.4482698961938,335.15091448344043,287.02444
34.0,34.0,19435.0,29.80825829688706,-201.50941600205815,951.9394391561616,203.3731
36.0,36.0,19582.0,-252.6709733428659,-14.799484220202226,847.0975385558165,253.17978
37.0,37.0,19954.0,152.0398666933948,186.10601884333968,162.00836924927333,240.24896
38.0,38.0,20505.0,-18.943525969275786,229.15774201414288,1015.8717386003414,229.58165
41.0,41.0,19895.0,-80.99135461171149,-86.41666247800956,225.76476501633576,118.862976
42.0,42.0,20111.0,-119.84528367560041,31.381308736512356,381.904132067028,123.44947
44.0,44.0,20182.0,17.52219799821623,100.18667624615995,1006.4794371221881,101.732414
46.0,46.0,20088.0,-74.81615890083631,122.76570589406612,847.5795997610513,143.44133
55.0,55.0,20297.0,-149.55399812780215,149.35724491304134,403.4192245159383,211.45528
56.0,56.0,19690.0,143.87008633824277,-48.44984763839513,709.1205180294565,151.25755
60.0,60.0,19884.0,-215.11728022530679,141.80527056930194,1048.9187789177229,257.48898
61.0,61.0,19656.0,289.09205840455843,-74.06214387464388,892.6493691493691,298.026
62.0,62.0,19895.0,177.04792661472732,205.07501884895703,209.57476752953002,271.70682
66.0,66.0,20183.0,193.4697269979686,-198.26789872665114,924.754099985136,277.45154
68.0,68.0,19714.0,-88.27690981028711,-14.839403469615501,497.5549355787765,89.58896
71.0,71.0,19812.0,145.48601857460125,-8.49030890369473,522.7825055521906,145.84967
81.0,81.0,19413.0,-227.894297635605,16.02629681141503,395.28723020656264,228.61092
83.0,83.0,19958.0,283.6355596753182,44.423589538029866,801.3707786351338,287.05765
85.0,85.0,20239.0,-222.9335194426602,-56.00605267058649,1094.5943475468155,229.68195
86.0,86.0,20175.0,61.69871127633209,-268.4936307311028,678.5230235439901,275.55063
87.0,87.0,20165.0,145.9598065955864,-177.32199355318622,789.6546491445574,229.22011
88.0,88.0,20172.0,-26.959300019829467,-153.95506147134643,1155.5607277414238,156.28403
89.0,89.0,20230.0,187.01435986159169,-209.52266435986158,909.7173999011369,281.0679
90.0,90.0,19497.0,60.84169359388624,32.70633943683644,115.10032312663486,68.91748
91.0,91.0,20064.0,148.1968450956938,208.18475877192984,205.23375199362042,256.1188
93.0,93.0,19769.0,-212.55387222418938,-17.556654357832972,462.80772927310437,212.62099
94.0,94.0,19815.0,-177.41034569770375,207.29220287660863,449.4365379762806,272.89957
95.0,95.0,19710.0,77.96689497716895,217.24523084728565,1064.6330289193304,230.63412
101.0,101.0,19866.0,-95.57135306553911,-64.59936575052853,707.6122520889962,115.2859
104.0,104.0,20081.0,-150.9092425676012,11.047109207708779,921.2755340869479,151.07393
105.0,105.0,20091.0,-87.1446169926833,277.03673286546217,1153.126773182022,290.59467
107.0,107.0,20512.0,265.4836680967239,-117.86239762090483,1166.5055577223088,290.3151
109.0,109.0,20599.0,140.46385746880915,-157.8213020049517,576.6118743628332,211.29745
111.0,111.0,20321.0,48.29986221150534,21.196693076128142,344.49490674671523,52.906563
112.0,112.0,19962.0,-259.45095681795414,115.2680342651037,470.9225528504158,284.0299
116.0,116.0,19802.0,-68.5888294111706,-170.04039995960005,731.3136046863954,183.4752
120.0,120.0,20064.0,-193.91681618819777,154.08791866028707,1060.044308213716,247.68611
123.0,123.0,19829.0,-87.39215290735791,49.83559433153462,471.25276110746887,100.499115
124.0,124.0,20045.0,67.2887004240459,218.69543527064107,740.5944624594662,229.06409
125.0,125.0,19638.0,20.578317547611775,-247.4666462979937,914.3638354211223,248.83846
126.0,126.0,19939.0,-85.34179246702442,183.43359747229047,603.0831536185366,202.31375
129.0,129.0,20092.0,-263.1673551662353,-135.64259406729047,763.5554947242683,295.942
137.0,137.0,19908.0,61.60777074542897,216.28955696202533,304.03958207755676,224.58328
139.0,139.0,19477.0,-188.34032448529035,112.9671407300919,579.9383888689223,219.89372
140.0,140.0,19984.0,-187.55229183346677,182.1833716973579,743.6600280224179,261.53903
146.0,146.0,19912.0,274.0572770188831,49.27069104057855,506.474537967055,278.80847
150.0,150.0,20049.0,26.043917402364208,-112.80512743777744,302.3956805825727,115.75761
152.0,152.0,19837.0,9.079145032010889,287.16849826082574,772.9961687755205,287.3355
154.0,154.0,19269.0,115.99442109087134,-111.42148009756603,138.29051844932275,161.0266
160.0,160.0,19782.0,-12.04582448690729,-34.60120311394197,921.0453442523507,36.85329
162.0,162.0,20241.0,254.11649622054247,150.4310063732029,196.7240748974853,295.2051
170.0,170.0,19911.0,-0.6447692230425393,286.79591682989303,805.5867108633419,287.0028
173.0,173.0,19908.0,-65.46167369901548,226.4973628691983,488.64064697609,235.67561
175.0,175.0,19803.0,-132.5933191940615,119.00123718628491,270.8228046255618,179.4081
176.0,176.0,19729.0,-169.79461706117897,-245.98565563383852,979.1382229205738,299.088
179.0,179.0,20088.0,-198.07912684189566,-180.67547789725208,1134.70987654321,268.09637
182.0,182.0,19648.0,-47.24020256514658,17.87533082247557,1097.3881820032573,50.480316
184.0,184.0,20008.0,-117.27921331467412,-272.7923580567773,220.38759496201519,297.0358
185.0,185.0,19863.0,150.21524945879273,-83.59789558475558,981.0409303730554,172.0718
191.0,191.0,20491.0,-77.65880142501587,54.3404421453321,304.28602801229806,94.644035
192.0,192.0,20073.0,-98.28002789817167,-246.34155333034425,370.20355701688834,264.53067
193.0,193.0,19731.0,-67.66968222593887,-180.12237088844964,297.80310171810856,193.39641
196.0,196.0,20224.0,-99.55530557753164,268.66013152689874,938.9291435917721,286.46802
197.0,197.0,20113.0,64.04984338487546,68.00802963257594,202.32735046984538,93.583496
1001.0,1001.0,19889.0,24.578837548393583,-271.27859620895975,217.85640303685454,272.06927
1002.0,1002.0,20219.0,108.54950788861962,-192.47368811513923,919.6105148622582,221.10225
1003.0,1003.0,19531.0,-124.1205263427372,193.61463826736983,256.34330039424503,230.47807
1004.0,1004.0,20803.0,-21.389991828101717,68.27683507186464,1008.310676344758,71.18845
1006.0,1006.0,19780.0,-44.68126895854398,257.9061172901921,976.1055106167846,262.24728
1007.0,1007.0,20308.0,-206.8431406342328,-19.342205042347842,683.8506992318298,207.08116
1011.0,1011.0,20349.0,-74.50963192294462,222.52648778809768,223.07700624109293,234.69026
1012.0,1012.0,20713.0,54.49932409597837,-42.65495099695843,916.5896297011539,69.38001
1014.0,1014.0,19550.0,-116.35682864450128,-54.13166240409207,981.6640920716112,128.07858
1018.0,1018.0,19742.0,-124.27393374531455,168.17427312329045,791.1692331070814,209.32553
1023.0,1023.0,20137.0,73.99987585042459,-170.27794606942444,266.2684113820331,185.87502
1027.0,1027.0,19590.0,156.9890250127616,-22.446094946401224,807.325931597754,158.56995
1028.0,1028.0,19996.0,139.5620624124825,235.66993398679736,1080.5415083016603,274.04318
1031.0,1031.0,19948.0,231.65217064367354,162.7954431521957,1172.5395528373772,283.70554
1033.0,1033.0,20155.0,-220.85894319027537,-170.08506574051103,336.8801290002481,278.51614
1034.0,1034.0,19980.0,80.95563063063064,229.34774774774775,804.9872872872872,243.67363
1035.0,1035.0,20046.0,105.63850643519905,128.40055372642922,102.33941933552829,165.96552
1040.0,1040.0,19904.0,-120.76336414790997,66.30868167202573,113.04597065916398,138.24535
1042.0,1042.0,19799.0,156.9039092883479,240.68930249002474,907.3483509268145,286.6421
1045.0,1045.0,19470.0,32.69111453518233,-113.18446327683615,516.5301489470982,118.17056
1046.0,1046.0,20117.0,-160.1159964209375,133.29716160461302,522.6604861559874,208.19286
1049.0,1049.0,20565.0,-209.1922684172137,159.62467785071723,765.4634087041089,263.4808
1050.0,1050.0,20131.0,-96.48497342407232,108.670557846108,746.4880035765734,145.56714
1051.0,1051.0,20084.0,-137.2190300736905,98.37485062736506,427.8347938657638,169.10927
1052.0,1052.0,19496.0,74.26261797291752,-120.18037033237587,922.2164033647928,141.26234
1057.0,1057.0,20498.0,230.2447799785345,-74.5036588935506,229.85349790223435,242.27539
1063.0,1063.0,19832.0,-175.88029447357806,72.12573114158936,440.0051936264623,190.3177
1066.0,1066.0,19757.0,245.7399655818191,-45.687958698182925,1165.8351976514653,249.95738
1067.0,1067.0,20083.0,155.47455559428371,-225.6111885674451,993.0769307374396,274.19287
1069.0,1069.0,20068.0,-45.196182977875225,266.5282788519035,589.3072055012956,269.97318
1074.0,1074.0,20044.0,-15.429754540011974,68.97448114148872,853.4712133306725,70.79981
1077.0,1077.0,19523.0,147.83918967371818,-215.95410541412693,899.3264867079855,261.73648
1079.0,1079.0,19721.0,-124.24565184321281,-94.62512042999847,260.92743775670607,156.23488
1080.0,1080.0,20104.0,56.38875348189415,168.0642409470752,582.9154397134898,177.59596
1081.0,1081.0,20087.0,166.85174490964306,-188.28874396375767,1097.5814706028775,251.90152
1083.0,1083.0,19794.0,-246.11644942911994,102.09730221279176,493.4966656562595,265.85687
1084.0,1084.0,19886.0,147.32965402795938,3.9377200040229305,847.298048878608,147.46228
1085.0,1085.0,19987.0,-156.53179566718367,115.96720368239356,414.98288887777056,194.61038
1086.0,1086.0,19759.0,193.98048990333518,-4.567058049496432,252.8536363176274,193.91777
1087.0,1087.0,19867.0,-221.39301354004127,-147.95802083857654,412.57431922283183,266.58582
1091.0,1091.0,20170.0,-130.29700049578582,-20.483415964303422,454.1713931581557,131.87108
1099.0,1099.0,19764.0,189.77494434325035,-130.12459522363895,961.6288706739526,229.57178
1102.0,1102.0,20265.0,179.25354058721933,129.5516407599309,887.7643720700715,221.2012
1106.0,1106.0,20063.0,-211.51161341773414,155.062403429198,117.11329312665104,262.5071
1109.0,1109.0,19659.0,-191.0965461111959,85.49621038710005,171.25896535937738,208.84903
1110.0,1110.0,20064.0,-225.7630831339713,144.58014354066987,588.5275618022329,267.72452
1114.0,1114.0,19696.0,-204.79584687246142,41.99235885458977,219.91561738424045,208.97107
1118.0,1118.0,20124.0,91.02695786126019,-1.779044921486782,693.1123037169549,90.636375
1119.0,1119.0,19658.0,109.17283039983721,8.894216095228407,821.8684505036117,109.1582
1120.0,1120.0,19657.0,-167.18540469044106,-77.36803683166302,849.8548608638145,184.08305
1121.0,1121.0,20662.0,208.1141467428129,-144.0261349336947,164.22597038040848,253.14423
1123.0,1123.0,20098.0,60.07607722161409,-255.73231167280326,1052.9053139615883,263.058
1124.0,1124.0,19816.0,-30.265921477593864,-10.623814089624545,725.3263019781995,32.041637
1130.0,1130.0,20608.0,-118.04093070652173,-172.71297554347825,149.638538431677,209.09645
1133.0,1133.0,19782.0,-281.21390658174096,76.74858457183298,905.1913861085835,291.36877
1134.0,1134.0,19463.0,181.17368853722448,-93.40052920926887,462.6796999434825,203.64899
1135.0,1135.0,20326.0,-172.57190298140313,-203.01274230050183,1122.6976286529568,267.3489
1136.0,1136.0,20131.0,282.55871541403803,85.98532114649049,373.0377030450549,295.02094
1143.0,1143.0,19483.0,294.00431145100856,17.28909818816404,507.5857927423908,298.66528
1155.0,1155.0,19834.0,135.9533124936977,218.03020066552384,145.92689321367348,257.5526
1157.0,1157.0,20103.0,59.39240411878824,79.77224792319554,904.0767547132269,99.818596
1158.0,1158.0,20068.0,218.69331771975283,-83.61211879609328,626.8825493322703,234.33366
1160.0,1160.0,19852.0,-75.94587447108604,-186.35684062059238,110.87391698569414,202.24733
1161.0,1161.0,19942.0,46.658008223849166,61.50817370374085,967.6452211413098,77.152084
1165.0,1165.0,20184.0,208.5839774078478,-10.519247919143876,744.148682124455,208.57233
1166.0,1166.0,19786.0,153.24042252097442,154.74118063277064,495.40078843626804,217.08452
1167.0,1167.0,19971.0,18.39677532422012,259.6296880476691,1150.1467127334636,260.2669
1172.0,1172.0,19649.0,-157.09779123619523,205.34039900249377,574.0182706499058,258.4433
1173.0,1173.0,19950.0,-244.19684210526316,18.293508771929826,273.9500751879699,244.96361
1177.0,1177.0,20585.0,-24.519893126062666,-290.7009715812485,278.6179742530969,291.7542
1180.0,1180.0,20359.0,-101.91981433272754,-149.9589861977504,1149.869541726018,181.84622
1181.0,1181.0,20274.0,150.40366972477065,-54.15764032751307,507.74948209529447,160.1683
1185.0,1185.0,19817.0,-27.276580713528787,-209.72995407983043,1182.0671140939598,211.56749
1189.0,1189.0,19581.0,69.09269189520454,9.354603952811399,943.5819927480721,69.81828
1195.0,1195.0,19772.0,154.50113797289094,256.79205442039245,849.0903803358284,299.66125
1196.0,1196.0,20638.0,-70.83506153697064,-260.0819846884388,411.7674193235779,269.9354
1198.0,1198.0,20200.0,-210.0807425742574,55.30311881188119,294.79173267326735,217.97484
1199.0,1199.0,20202.0,-244.9249826749827,-135.61036036036037,246.1092466092466,280.16357
1203.0,1203.0,20162.0,-239.54793671262772,-126.79106735442912,608.7714016466621,270.86682
1205.0,1205.0,20146.0,-26.041348158443363,-285.4452744961779,371.6861411694629,286.55502
1211.0,1211.0,20101.0,204.8045868364758,85.73215262922243,306.0370130839262,222.05234
1215.0,1215.0,19798.0,38.69039802000202,-184.80240428326093,677.3233659965653,188.55113
1216.0,1216.0,19682.0,26.52972258916777,154.391398231887,571.402652169495,156.55145
1220.0,1220.0,20029.0,38.37994907384293,-118.17606969893654,836.1488341904239,124.353966
1224.0,1224.0,19399.0,19.09835558533945,21.224624980669105,965.9499974225475,28.887821
1225.0,1225.0,20001.0,-133.0825958702065,86.8976801159942,1199.866456677166,158.78172
1226.0,1226.0,20385.0,-41.33210694137846,-229.48444935001226,250.09114545008586,233.93251
1229.0,1229.0,19693.0,85.94985527852536,153.3221449245925,1066.5166302747168,175.93854
1232.0,1232.0,19781.0,-130.06142257722055,-229.85928416156918,850.4256609878166,263.56567
1233.0,1233.0,19806.0,-140.55276178935677,-103.24734928809451,850.4946985761891,174.4979
1236.0,1236.0,19508.0,-75.90091244617592,-61.94307463604675,936.9985646914087,97.87757
1239.0,1239.0,19518.0,-160.44625473921508,45.99098268265191,918.5643508556204,167.1014
1245.0,1245.0,20236.0,253.61803221980628,53.67664064044278,133.0205574224155,259.29636
1250.0,1250.0,19412.0,111.23155779929941,198.59741397073975,1063.0313208324746,227.63617
1251.0,1251.0,19983.0,-86.23227243156683,237.92713806735725,1127.6532552669769,253.53522
1253.0,1253.0,19702.0,-154.2682468784895,176.21261800832403,672.9369099583798,234.19794
1256.0,1256.0,19853.0,-111.3094494534831,188.45947715710471,307.3823099783408,218.66986
1257.0,1257.0,19624.0,107.17305340399511,160.0354667753771,751.686302486751,192.6203
1258.0,1258.0,19808.0,-260.71625100969305,-13.005906704361873,758.5289277059774,261.2856
1259.0,1259.0,19532.0,-138.63472762645915,-82.72969997952079,332.2264489043621,161.58942
1265.0,1265.0,19806.0,-167.3899828334848,148.2859487024134,755.5971927698677,224.05927
1266.0,1266.0,19958.0,-183.25721515181883,119.44017436616896,920.4251929051007,218.43857
1270.0,1270.0,19596.0,-13.480608287405593,144.47341294141663,294.78801796284955,145.19325
